group,config,embedding,valid_runs,total_runs,pushforward,k,n_samples,theiler_w,noise_level,E_star_k_mean,E_star_k_std,CondVar_mean,CondVar_std,PredErr_mean,PredErr_std,MeanDisp_mean,MeanDisp_std,NeighborDisp_mean,NeighborDisp_std,median_rk_mean,median_rk_std,q90_rk_mean,q90_rk_std,mean_rk_mean,mean_rk_std
theiler,w=0,x_y_x,10,10,20,50,5000,0,0.0,0.04594937343241111,0.0004507752657068899,0.005382219629066898,0.00024164151209551425,0.021772366999766434,0.00047601769685782743,0.04646957775163465,0.00047475479055259114,0.06266089466497492,0.0006147232984979904,0.058975458146672724,0.0002568507256501565,0.1446108742113144,0.0022829436989525663,0.07485103986080092,0.0005841867759580254
theiler,w=0,x_y_y,0,10,20,50,5000,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
theiler,w=0,y_z_z,10,10,20,50,5000,0,0.0,11.67291866298393,0.42080172166813,4610.971964174261,274.67793334356764,10.289226824785132,0.5644825656355444,12.491444082434864,0.48742060608576854,16.665485298180197,0.6140271987275605,0.0671692756247865,0.0015644996732002937,7.311874489587775,0.6485691270794977,6.499137792754004,0.2965422244066046
theiler,w=0,x_z_z,10,10,20,50,5000,0,0.0,11.719813797954952,0.4220013400057981,4612.036993626261,274.7456748770658,10.35034364643462,0.5659741222920166,12.549860043794197,0.489388890221859,16.73214538943797,0.6159436401535892,0.05901690918944632,0.0007660205340308582,7.300971881902759,0.6465143341920381,6.474149346940767,0.2966410720656812
theiler,w=0,x_z_x,10,10,20,50,5000,0,0.0,4.553785572476835,0.1604812442427369,377.06819164332717,14.59013136774564,4.52327137406844,0.15090552501341883,4.698660989019449,0.16620409816724369,5.51123849004262,0.19769377672187938,0.05543071453626545,0.0003888032052139502,0.8531518206997305,0.04704128151578788,0.4934597306782651,0.012030979292980953
theiler,w=0,y_plus_z,10,10,20,50,5000,0,0.0,0.6820693303716685,0.027728995380957317,16.090314864947953,1.1439992613021155,0.47837760733140566,0.025650719152099082,0.7128367042417755,0.031204708775103663,0.9622514399120506,0.03947567667327632,0.055592266518925834,0.0002656622487887298,0.3415990047674512,0.025006436123265172,0.44324822065862196,0.016847433053357685
theiler,w=0,x_plus_z,10,10,20,50,5000,0,0.0,1.8298904767883997,0.09057471177940643,127.90000831400558,8.64195194936748,1.6999058894561139,0.12173537585840362,1.9787427256788486,0.09958580110696814,2.5190124631939015,0.11730303493199173,0.05647413081398833,0.0002905549470530979,0.6147225653826551,0.0451031880657121,0.5576818811004352,0.018448731991481695
theiler,w=0,x_plus_y,10,10,20,50,5000,0,0.0,0.08764624042673673,0.002232934088180922,0.09631445622140297,0.0069990115850647495,0.0523755468954778,0.0020140723689074723,0.0890186408808577,0.002371753339451237,0.11970358439205613,0.0030553485216315264,0.05783121552825955,0.00022123100192338705,0.16439471507191045,0.0027026656668041114,0.10386523496032163,0.0021593487073802813
theiler,w=10,x_x_x,10,10,20,50,5000,10,0.0,0.11173333662180182,0.0030616567880309355,0.20521277198553287,0.0166510159593071,0.081376233878251,0.003652941327497921,0.11442647713982212,0.0033893095405101575,0.1538692202650253,0.004198557938536577,0.0660766130508879,0.00032033066350955363,0.18324900760944596,0.0015669008524632835,0.13317840043884,0.00287237174565326
theiler,w=10,y_y_y,10,10,20,50,5000,10,0.0,0.04783105561829304,0.0004254096237693626,0.005820493731824261,0.0003003017365194832,0.03130963403136484,0.0006933016204123304,0.04864465438560319,0.0004516905841481234,0.0658343686604567,0.0005766502017450717,0.06544672935513332,0.00031263014414338895,0.16123305483219721,0.0017513495844028353,0.08409150290390804,0.0006131934213508191
theiler,w=10,z_z_z,10,10,20,50,5000,10,0.0,14.627573268754029,0.472442015473374,5477.708152582466,315.0185662388545,11.65307851741778,0.673919352933832,14.880542488024949,0.5084335361971275,20.036151343626173,0.6539497650848178,0.06872665280792735,0.0012520718952636486,16.817504354396675,0.6686458144537178,21.340042343696634,0.9560354720113895
theiler,w=10,y_z_y,10,10,20,50,5000,10,0.0,4.6694214669948275,0.16868465550287715,384.51489045627767,15.437244757545278,4.7617858185653725,0.15845083916125943,4.818355822296183,0.17560432648596966,5.626482122665669,0.20549225409656052,0.0659691950881631,0.0006436174240531002,0.9076924762025289,0.048255706541030334,0.5379600222856976,0.013846457954176399
theiler,w=10,x_y_x,10,10,20,50,5000,10,0.0,0.04821132610709529,0.00040997591102028783,0.0059231714873317146,0.000303951383200886,0.03155069338516899,0.0006835794447833007,0.04903085713938816,0.0004395575477092518,0.06636771236485398,0.0005512268972313651,0.06552294267721238,0.000275202528518367,0.1607350156821408,0.0017956106453018749,0.08476674343608057,0.0006344234848769965
theiler,w=10,x_y_y,0,10,20,50,5000,10,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
theiler,w=10,y_z_z,10,10,20,50,5000,10,0.0,12.329630630160635,0.40207742411441816,5327.379427688886,300.02482440993356,12.37723330966756,0.7013515110526864,13.278479567456404,0.47742907252647493,17.557850477355,0.5842681933220486,0.07824485354608757,0.002054347871232173,7.846987992996034,0.6400742322773553,7.031218622898078,0.3077507505045978
theiler,w=10,x_z_z,10,10,20,50,5000,10,0.0,12.3784056778125,0.4039475505168431,5328.434100972959,300.08986136991865,12.44325018584864,0.7027544623031465,13.336344434137763,0.4794128288105645,17.62173689436697,0.5863134176460408,0.06759011183704162,0.0012328154038694433,7.847945195486746,0.6412443826720673,7.002691590741459,0.3077864421662777
theiler,w=10,x_z_x,10,10,20,50,5000,10,0.0,4.66244960838028,0.16797310292115936,384.2217135840241,15.386550589443432,4.740697134014361,0.15734753681456065,4.81295058884819,0.1746297327131673,5.620994060992092,0.20481039637651685,0.06279451409105591,0.0007555147856706877,0.8953557469490168,0.04371812668170458,0.5336153495203131,0.013851289270123593
theiler,w=10,y_plus_z,10,10,20,50,5000,10,0.0,0.7424506687100834,0.030580311911741712,20.116021672379595,1.5132671314692407,0.5667424629042177,0.029176639077041405,0.7852865164936568,0.03585247672191703,1.0464102053226998,0.043408318227436335,0.06262711773511766,0.0005611075111721087,0.3851473981295498,0.02748970780644603,0.48531277888018565,0.018848744841706875
theiler,w=10,x_plus_z,10,10,20,50,5000,10,0.0,1.910393309641386,0.08672809992219707,138.4683224231576,9.127085438473644,1.9099635065775487,0.13540505498856337,2.0739337827497986,0.09676550678545538,2.632082439855231,0.11532865128713259,0.06284042529104296,0.0006541435054811664,0.6678824510403286,0.04384510173889466,0.6046256403212656,0.019102640592205497
theiler,w=10,x_plus_y,10,10,20,50,5000,10,0.0,0.0926617644523959,0.0020144198439983004,0.11543611623170577,0.008390050774957702,0.06894848477037206,0.0029030699560646206,0.09489802621478995,0.0022068604324394286,0.12758571664898943,0.0026896862403881076,0.06403410605756742,0.0003675916511649035,0.17684467703135814,0.0015638362300190378,0.11598384565193705,0.002241408390165252
theiler,w=60,x_x_x,10,10,20,50,5000,60,0.0,0.10750813072193977,0.0030050775867276327,0.20653979407284911,0.020223733233942356,0.0901502711141402,0.0037794626244290275,0.11075924832216491,0.0035034968914304716,0.14798460979358838,0.004108866377182029,0.0660766130508879,0.00032033066350955363,0.20094539494377534,0.00340803921711811,0.13592659749598973,0.002852127667296453
theiler,w=60,y_y_y,10,10,20,50,5000,60,0.0,0.04365634507842742,0.0004440918968014681,0.004864020306100053,0.0002947256864075097,0.03894844377658482,0.0009076943888979664,0.04417261434722898,0.0004725654389503766,0.05992567201225196,0.0006140662206857152,0.06544672935513332,0.00031263014414338895,0.17185106058580848,0.0028442356798442296,0.08611850059272347,0.0007007473274386383
theiler,w=60,z_z_z,10,10,20,50,5000,60,0.0,14.356112388526347,0.4277763296567342,5446.5200385845255,301.3625214940232,12.114691273361926,0.7182814824933101,14.593064723235148,0.4682697404405605,19.58757004973265,0.6016010858668538,0.07036374882823782,0.0013320810725117203,16.844902718558586,0.6629718023924127,21.4015855304336,0.9648002829834051
theiler,w=60,y_z_y,10,10,20,50,5000,60,0.0,4.713252293465507,0.16904022891288836,388.30912066272975,15.420132872204986,4.674106563418446,0.16098576882195959,4.855820130495873,0.176191380901733,5.64799572924594,0.20520852509951548,0.0659691950881631,0.0006436174240531002,0.9486453029958781,0.04231036507243968,0.557306169693762,0.013979125686481141
theiler,w=60,x_y_x,10,10,20,50,5000,60,0.0,0.04401145042578053,0.00046926944148213706,0.004958816392701628,0.0003352599925020117,0.03911229521152402,0.0009599885551281307,0.04451820965610993,0.000501615195984693,0.06040994354849877,0.0006335258881853283,0.06552294267721238,0.000275202528518367,0.17137951720133912,0.0024376893056696613,0.08671436938617186,0.0007116502207524002
theiler,w=60,x_y_y,0,10,20,50,5000,60,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
theiler,w=60,y_z_z,10,10,20,50,5000,60,0.0,12.090189602182054,0.37879337824735104,5246.5053794895775,271.7950551733961,12.61909522148236,0.7477291192369991,13.01471390148142,0.44740091816174804,17.2142165434707,0.5426138293039058,0.08232648747373979,0.002632550061821302,7.925164365279987,0.6428886378286924,7.069726430680537,0.30881517126751296
theiler,w=60,x_z_z,10,10,20,50,5000,60,0.0,12.13658141276617,0.38067942971206975,5247.486078494212,271.8327059145745,12.686770919113446,0.7490767572602303,13.069987549316306,0.44907673966471995,17.275164498253506,0.5443626847197487,0.07023861634834368,0.001085533309700975,7.918222776786361,0.6444166116669999,7.0409234735984,0.308797250752169
theiler,w=60,x_z_x,10,10,20,50,5000,60,0.0,4.706412888345655,0.1686911870251734,387.99292326329936,15.40325494229345,4.651250645266768,0.15992954606051754,4.850785731666773,0.17546428435381226,5.643389887627764,0.20466966694487657,0.06279451409105591,0.0007555147856706877,0.9352406014588425,0.03992214089956345,0.552672715781555,0.013975536289205103
theiler,w=60,y_plus_z,10,10,20,50,5000,60,0.0,0.7295590986822637,0.030345107333798145,20.212929927292215,1.5720748819500197,0.5791790393002976,0.030324259376050853,0.776338058570815,0.03597834560346219,1.0295196209505597,0.04295752209500743,0.06262761498150657,0.0005608666423673148,0.3897222571179615,0.02886582395820745,0.4904901745845877,0.01905580503470929
theiler,w=60,x_plus_z,10,10,20,50,5000,60,0.0,1.8659315591698955,0.08301914802856612,136.19366487388436,9.065015093623499,1.9341051606508899,0.13916703065126348,2.0247754456981015,0.09229719620005084,2.5697023259465306,0.10818752431169482,0.06287769246617232,0.000645665390386622,0.6846570191490366,0.04066980885991445,0.6131449138582727,0.019357189979759652
theiler,w=60,x_plus_y,10,10,20,50,5000,60,0.0,0.08811157209550706,0.002185198573133247,0.11375327219165413,0.012537060744119801,0.07807627484579306,0.0030730359483088707,0.09036525568747815,0.002591103360981197,0.1208746637313139,0.0029013543404493025,0.06403410605756742,0.0003675916511649035,0.19033393578889798,0.0053411317945025105,0.11829322633945163,0.0022518381566546913
query_count,Nq=1000,x_x_x,10,10,20,50,1000,30,0.0,0.11141548168869857,0.007445216216551387,0.20976364188637042,0.05210843892738227,0.08681977009792115,0.007374918497012053,0.11458083651476778,0.008228820897592472,0.15304312401624107,0.009314746649858586,0.06632117184793432,0.0014652936997293698,0.19312419073459236,0.0066814653906388,0.13692702610988722,0.0061165407337338586
query_count,Nq=1000,y_y_y,10,10,20,50,1000,30,0.0,0.04527616610080864,0.0005974474364906899,0.005067274961868434,0.00041626880415907306,0.036135951872335405,0.0017940070582912711,0.045828962298243334,0.0006016706971524718,0.06198215103875828,0.0007965350866026963,0.065526678122075,0.0014265165031683794,0.16827512491497185,0.004665036006402046,0.08564401871177703,0.0013236526178795707
query_count,Nq=1000,z_z_z,10,10,20,50,1000,30,0.0,14.945216184201977,0.9970491382630434,5651.901624174983,800.4054596533806,11.547815354673382,1.316224638370463,15.186353513739144,1.0680583114825368,20.436057002867724,1.3640886195677653,0.07327492185372193,0.00566634350723558,17.88571273933159,2.1463444533206997,22.215213509806865,1.9614913509230953
query_count,Nq=1000,y_z_y,10,10,20,50,1000,30,0.0,4.785775561217924,0.2530339906531261,393.90551517042854,22.644430081789583,4.987115420886278,0.41026023169784753,4.929637882425757,0.26526638800471736,5.773734378796209,0.3190726811978148,0.06656234837358686,0.0017073707199011434,0.9480417253469687,0.059044286827021134,0.5641399524263818,0.027443090389848913
query_count,Nq=1000,x_y_x,10,10,20,50,1000,30,0.0,0.045433432764979784,0.0007085996037258309,0.004981125196699308,0.0004014525634049288,0.036528196944438776,0.0017532026522790998,0.04597755322371251,0.0007014116337825318,0.06225036525351755,0.0009260048290266866,0.06581599864229581,0.0013884097407076922,0.1674680535459406,0.004939903881664658,0.08626925350345224,0.0013451167481187565
query_count,Nq=1000,x_y_y,0,10,20,50,1000,30,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
query_count,Nq=1000,y_z_z,10,10,20,50,1000,30,0.0,12.754766035202117,0.9672340063971339,5558.065354737876,963.2419647784512,12.924466145684216,1.4663833034852634,13.722863954310688,1.1108840964465985,18.180711277122366,1.3695581962432688,0.08466837774790656,0.00781908350556015,8.65550910948317,1.3013845431734448,7.275172437541156,0.6565913053867842
query_count,Nq=1000,x_z_z,10,10,20,50,1000,30,0.0,12.80206149277744,0.9702513399406236,5559.1126194233575,963.1965036695649,12.989986576488812,1.4641601500763741,13.77942488255879,1.1138530316579969,18.24350352854515,1.3729728394996503,0.0715068325256442,0.0039446521050287295,8.650261416845714,1.2992940753216122,7.2465490474376795,0.6566948646699522
query_count,Nq=1000,x_z_x,10,10,20,50,1000,30,0.0,4.780493602768845,0.2520473055960859,393.6944172011855,22.65513329787713,4.96484283157013,0.4095209457873257,4.925463785723754,0.2652036515028842,5.769498084453923,0.31905945719058754,0.06321134239149423,0.0018019292556157947,0.9352769515524237,0.0527816353236324,0.5595933877075623,0.027438068815161393
query_count,Nq=1000,y_plus_z,10,10,20,50,1000,30,0.0,0.744863569500686,0.06145355191576546,19.828258355252803,3.6792815849143152,0.6072124255659854,0.07748683545646322,0.7867468449745455,0.07039514422472441,1.0498531539763756,0.08545784333756677,0.06270301106264749,0.00203111064169843,0.4174283055599569,0.05384475659291092,0.5001383484940172,0.044895709670221155
query_count,Nq=1000,x_plus_z,10,10,20,50,1000,30,0.0,1.938589478768981,0.17673345473803473,141.56865503645048,17.877663034051753,1.9077781828320046,0.31321184178441785,2.0950209556926627,0.18840844664755893,2.675835013860548,0.22945022621065406,0.06330911456016826,0.002148565350576921,0.7213714599963806,0.10035945067679662,0.6413479622718938,0.046770553367965796
query_count,Nq=1000,x_plus_y,10,10,20,50,1000,30,0.0,0.09225569746354867,0.00595637566330339,0.11771136151629664,0.030598027604307753,0.07562143587895506,0.004798699044929366,0.09464667695182497,0.006648548719539483,0.12664793780452563,0.007556773450640194,0.06430421406434705,0.0010152214815497163,0.18447065832622658,0.005340855042907319,0.11879033054397428,0.004207895398218517
query_count,Nq=2500,x_x_x,10,10,20,50,2500,30,0.0,0.11121220834215409,0.007575089443401391,0.2202099287672361,0.03691524151221173,0.08879169164694545,0.003807786506480075,0.11474849789738639,0.008008074819859252,0.15280625024675615,0.010137693985455496,0.06604137942740947,0.00048343508141820003,0.19314076883888381,0.005721889941951323,0.13646268536140194,0.004264160127021562
query_count,Nq=2500,y_y_y,10,10,20,50,2500,30,0.0,0.045428615467447545,0.0005189803123690376,0.005174002878381353,0.00040309802565702973,0.03648832346976884,0.0010859043975795094,0.046013316720980524,0.0005284472321858229,0.0622168050812578,0.0006746049444158012,0.06538653889701926,0.0005150668038779433,0.16786920886980106,0.0029617092574071584,0.08563540230962875,0.0008130675893028439
query_count,Nq=2500,z_z_z,10,10,20,50,2500,30,0.0,14.840185763057232,1.1992734132844984,5703.34939451401,668.9146489867251,12.202866117131654,1.0160450452302332,15.101383502190435,1.2460167498853199,20.25490384739327,1.6619769358392789,0.07118905362903938,0.002448999439097517,18.070167156955304,2.1290293951773576,21.963706166514548,1.5278885165939196
query_count,Nq=2500,y_z_y,10,10,20,50,2500,30,0.0,4.796457435512247,0.3690771074321968,396.06287641722986,35.94548058262562,4.834023877463855,0.3678994883384085,4.937911644348526,0.3797777278343858,5.754619333738724,0.4372067742387515,0.06626798210126121,0.0008035669698729319,0.9397050244201101,0.06617046146306912,0.5578709827692482,0.024948872991120596
query_count,Nq=2500,x_y_x,10,10,20,50,2500,30,0.0,0.0456222951873717,0.00046263790541406063,0.005164662547523154,0.0003730388778313296,0.03680035286991279,0.001053363554383411,0.04621551188312829,0.000461763922264875,0.06252720464933396,0.0006264274762125379,0.06554948796862092,0.0005089794340151716,0.16756753078838232,0.0029204187674548854,0.08626853221164153,0.0008217622068791689
query_count,Nq=2500,x_y_y,0,10,20,50,2500,30,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
query_count,Nq=2500,y_z_z,10,10,20,50,2500,30,0.0,12.489282726164365,1.1643496157720956,5508.534914309636,854.5670410735752,13.087243162014298,1.2019821924308731,13.465884753883595,1.2849572135394134,17.800532524982508,1.636168587934329,0.08365780538433794,0.003113705052667537,8.487696343266828,1.1724314527016526,7.191611961912129,0.4624656262258227
query_count,Nq=2500,x_z_z,10,10,20,50,2500,30,0.0,12.537521766645993,1.1624970511382753,5509.515605094444,854.5255803239103,13.15531547812831,1.1993635197769243,13.522912914851736,1.2831281275496549,17.863312000903736,1.6340055915362925,0.07146787807146758,0.0019805862205981187,8.471076840921416,1.1781587717262074,7.162849814641564,0.4630792001995592
query_count,Nq=2500,x_z_x,10,10,20,50,2500,30,0.0,4.7895936126299485,0.36934153854548,395.7835070841394,35.91846121310888,4.811240752915127,0.3677877369116336,4.932265231424612,0.37934385061158515,5.749017507049907,0.43713684888993265,0.06302128070131252,0.000788410851077864,0.9256076323387037,0.0547294778717153,0.5533702544657055,0.024912858234203448
query_count,Nq=2500,y_plus_z,10,10,20,50,2500,30,0.0,0.7552853300333849,0.06523674645978178,20.94250491327643,2.3558016822768075,0.5917940497875623,0.044379342899672006,0.8030484856619771,0.0672491869268068,1.065438391242081,0.08934607694609836,0.06256675835842841,0.0008331106987913925,0.40786764335530545,0.04668372989322362,0.49862484517592176,0.030138186863548563
query_count,Nq=2500,x_plus_z,10,10,20,50,2500,30,0.0,1.93291289633982,0.14134518894633213,140.849406705969,13.247603183675812,1.9631954738685837,0.12659995973748953,2.0948295319222736,0.15062835886355003,2.665065751444712,0.1950620318818436,0.0629395386625734,0.0009679801727841393,0.727221130993571,0.08956134983461041,0.6242237126598094,0.03617718017190802
query_count,Nq=2500,x_plus_y,10,10,20,50,2500,30,0.0,0.09133762096241291,0.006298934192843053,0.12151089989412071,0.02471774895641261,0.07682445702541821,0.0033293446863865454,0.09394801732777987,0.006551618789084843,0.125459719259501,0.008022239694710638,0.0640050845167547,0.000494471272808474,0.18400144852835632,0.0036071423068361483,0.11839002275934063,0.00281302199034831
query_count,Nq=10000,x_x_x,10,10,20,50,10000,30,0.0,0.10916176316837012,0.0013275918939481936,0.20995483825681355,0.009373518257951635,0.0873825068288803,0.002296551470752195,0.11245709700741276,0.0014320052090885831,0.1500001221351028,0.001828634196212781,0.06620370587296326,5.909052455247907e-05,0.1915735240883253,0.0017275555971459087,0.13405125702304932,0.0011211345173794249
query_count,Nq=10000,y_y_y,10,10,20,50,10000,30,0.0,0.045255844690066854,0.00024020047189697325,0.005116655720429649,0.00013369459828491262,0.03672288093094232,0.0004264347037093301,0.04586020045994742,0.000245570622310941,0.06199517524483498,0.00033157643866958117,0.06567132579139423,0.0001359769040461288,0.16750507426928796,0.0011581829559261245,0.08564731263522263,0.0003610850156401348
query_count,Nq=10000,z_z_z,10,10,20,50,10000,30,0.0,14.336565379633607,0.22668377131884695,5470.524600841843,132.1826968972151,12.086811177106824,0.464387093633679,14.572043173602413,0.22013557561513902,19.568697712605015,0.3062884605839917,0.07002117302845301,0.000959487106465088,16.962141249802087,0.304918105619521,20.809982431737435,0.4026552109532997
query_count,Nq=10000,y_z_y,10,10,20,50,10000,30,0.0,4.6885673992907835,0.06820098857387101,386.2632609000903,5.578572329295501,4.705671922897565,0.07962661441070823,4.825612234886492,0.07007980403405595,5.612631926691115,0.08101376494605789,0.06622085816667142,0.00019114103932348656,0.9298564978713213,0.01531300405104599,0.5406077628130703,0.005401938434263057
query_count,Nq=10000,x_y_x,10,10,20,50,10000,30,0.0,0.04544918398955198,0.0002388420559450826,0.005139354376727827,0.00017458392445020483,0.03705539397812442,0.0004771660312137633,0.046057060391535065,0.00024626072537240834,0.06229038951498265,0.0003331363330049352,0.06579418708491534,0.00013503248653322242,0.16725686092736708,0.0014714765275684525,0.086300334068948,0.0003696755350503135
query_count,Nq=10000,x_y_y,0,10,20,50,10000,30,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
query_count,Nq=10000,y_z_z,10,10,20,50,10000,30,0.0,12.059632402581036,0.2658362801350887,5185.677639052815,225.32241878617154,12.540848766664258,0.4018978959991051,12.95584441333672,0.2943150413441398,17.160751123844314,0.36569800114817214,0.08311724953851579,0.0014185262688938321,7.983391563755001,0.2598921790336939,6.8873436777071335,0.1235166069499212
query_count,Nq=10000,x_z_z,10,10,20,50,10000,30,0.0,12.107114741495009,0.26623308280742136,5186.697570179266,225.33288666301215,12.608589228538904,0.4017647332177146,13.01268309472855,0.2949794328837536,17.22318704415878,0.3663301978545481,0.07090346038333942,0.0007396382838722843,7.978632683152236,0.2525210610701224,6.858683742977497,0.12339566113997741
query_count,Nq=10000,x_z_x,10,10,20,50,10000,30,0.0,4.68116222851944,0.06879719251747224,385.96630483138034,5.60673520340555,4.684140596501501,0.07994189086561422,4.819559219760194,0.07035377831624919,5.606486812056861,0.08114132914925638,0.06308209552744377,0.00027302637223933544,0.9195348132691235,0.011574539333553527,0.5361170013051304,0.005279275611149935
query_count,Nq=10000,y_plus_z,10,10,20,50,10000,30,0.0,0.7203618712349755,0.01591850545949776,19.703839357036678,0.7182636886808973,0.5748786555821824,0.011402246948438437,0.7649592591265122,0.017359900942316073,1.01737171369953,0.021556069474782787,0.06302134308975567,0.00022388711636631004,0.3872416538095379,0.011056729408667714,0.47787616243648123,0.007701959648898692
query_count,Nq=10000,x_plus_z,10,10,20,50,10000,30,0.0,1.8522041503538655,0.048431875596670275,134.55676938924768,4.987682071878278,1.8933667842526247,0.0446773564082513,2.011130918624895,0.05163939136429842,2.5649230927685513,0.060620881751473295,0.06321647752378884,0.0001848122621889203,0.6809679432160932,0.016159946598230866,0.6026940679704317,0.010132806796536489
query_count,Nq=10000,x_plus_y,10,10,20,50,10000,30,0.0,0.08991549657078232,0.0010977236127977887,0.11613948024601861,0.0062409899845917525,0.07615390257513752,0.0017934715971892243,0.09235016697552982,0.0011555940643934307,0.12350463804915357,0.001440228325584799,0.06419766857486264,0.00014108960066138413,0.1826253418747153,0.0007558474001550747,0.11694927523041032,0.0009920589894469793
noise,noise=0.01,x_x_x,10,10,20,50,5000,30,0.01,0.11685909633379496,0.0028571539877790004,0.20763478183780296,0.0187128321536028,0.09904161713815911,0.003744177140644904,0.12014569308841663,0.003313367412782412,0.16199309258288658,0.003942311327369701,0.06961841416215941,0.0006881498211994902,0.19254622489506304,0.001957347137036463,0.13917094803508218,0.0028225663478062646
noise,noise=0.01,y_y_y,10,10,20,50,5000,30,0.01,0.0488758537844083,0.00046433113061977873,0.0054648171086700194,0.0002788510897597831,0.042965812854741534,0.0007505403684532335,0.04944820355837175,0.00047902145561319555,0.06772754794198116,0.0006137410855327203,0.06714955815426861,0.0003507095754979716,0.16858114159765383,0.0019360832140101203,0.08686738876548177,0.00065840564286724
noise,noise=0.01,z_z_z,10,10,20,50,5000,30,0.01,3.552729649155714,0.09530829556215178,201.98638983081239,13.755517378851586,3.1013495148514556,0.13281527864411719,3.617423654367053,0.10448137631080703,4.922595069173089,0.1308645134463281,0.1961832905821841,0.002690065751042586,4.539815065849184,0.19335926131091097,4.946709963492486,0.23022851565194685
noise,noise=0.01,y_z_y,10,10,20,50,5000,30,0.01,4.037401672817959,0.15030566008972934,262.64330980922193,11.779314437178968,4.031057723089477,0.145574019526016,4.160071110140818,0.155438698890466,4.911273468973849,0.18026759867899494,0.168198936241651,0.001089170059900866,0.825334714330709,0.037483025077407424,0.5447138778035716,0.01197377322403422
noise,noise=0.01,x_y_x,10,10,20,50,5000,30,0.01,0.04920251695510466,0.00046844352563782106,0.00554057447617423,0.00033075658426015656,0.04345582502814484,0.0008116001486726398,0.04979271754694907,0.0004969255571406756,0.0682153602224678,0.0006157954383998454,0.06727981231921812,0.00031916507794868895,0.16787780996144575,0.0017784005461419156,0.08756134047632788,0.0006488847788688473
noise,noise=0.01,x_y_y,10,10,20,50,5000,30,0.01,0.05051281481657184,0.000580373102485972,0.008139630043758318,0.0003110338068661613,0.05393831644398286,0.0008567485985168028,0.05353572780713702,0.0007163713032696679,0.07110802598728812,0.0008090481384316713,0.06631171743474046,0.00038298670539477307,0.11828994316748143,0.00391723111364613,0.07429598311788527,0.00045242105789098784
noise,noise=0.01,y_z_z,10,10,20,50,5000,30,0.01,2.6594892662633765,0.07455824363313314,129.9645556623609,11.200076352536929,2.6643177269919205,0.17448044325014445,2.6957165333795308,0.08102881821627994,3.675892333911995,0.09922867197624428,0.20799374033841703,0.001924014750725822,3.2117070267711347,0.20420290649829492,2.813734296033658,0.13405745106818856
noise,noise=0.01,x_z_z,10,10,20,50,5000,30,0.01,2.6445944766340164,0.06043362790198067,128.78915146341703,10.709765802146203,2.6489192323676454,0.17040879145969523,2.681618428011846,0.06614254520202377,3.656172756826156,0.07853251850437423,0.1778886261799258,0.0016569789293433208,3.195385000803761,0.2180387690195763,2.7683563131214837,0.11747832821781894
noise,noise=0.01,x_z_x,10,10,20,50,5000,30,0.01,4.024792449534192,0.1399738326789086,262.1063179182967,11.005151995514778,4.007878868446517,0.13121442485529647,4.151680728368417,0.14462259019511572,4.901577732906202,0.16898640954844998,0.1621306512710346,0.001593633214721853,0.8212569698321269,0.03659161387002904,0.5385336015281348,0.012768697582772931
noise,noise=0.01,y_plus_z,10,10,20,50,5000,30,0.01,0.809303979604177,0.03003762181265581,20.723541827092557,1.5574898639728447,0.6519290997479058,0.030224859041088552,0.8562074177283006,0.03531881482547804,1.1450765067916036,0.042226341540141654,0.10592248606480714,0.0008217586847906973,0.38630264522443697,0.02456744161701522,0.5244821289995881,0.01890585403901317
noise,noise=0.01,x_plus_z,10,10,20,50,5000,30,0.01,1.8844483136515737,0.08146770764981504,118.91066749721281,8.472172831424405,1.9235824245493756,0.13151949908377064,2.0330920920913274,0.09138853568594656,2.6208979584096412,0.10688707021974446,0.13839638985742422,0.00047805753603348354,0.6491820292253356,0.03515560774750562,0.646710172574142,0.018938234213372138
noise,noise=0.01,x_plus_y,10,10,20,50,5000,30,0.01,0.09564079955518298,0.0020340099327947384,0.11496785059726074,0.01185132333376544,0.08530943651636057,0.0029603025196407685,0.09800952183689315,0.0023871560296072404,0.13254190217099077,0.0026832451486362096,0.0671659503132824,0.00042706988280013315,0.18456372326960882,0.002538390018637501,0.12037356967395411,0.0022576085006671236
noise,noise=0.05,x_x_x,10,10,20,50,5000,30,0.05,0.1909534454226712,0.0030134038180566806,0.2327640665473142,0.02103840041187685,0.17244801680387709,0.0036825838504583206,0.19417427706371293,0.003431688949358768,0.2696440788911863,0.004099996789659668,0.10835705269951985,0.0006066536057042722,0.20878880812967196,0.003610426316419389,0.17039357402793165,0.0028634380627008023
