group,config,embedding,repeat,status,condition_number,pushforward,k,n_samples,theiler_w,noise_level,E_star_k,CondVar,PredErr,MeanDisp,NeighborDisp,median_rk,q90_rk,mean_rk,n_queries,not_enough_queries
baseline,baseline,y_plus_z,1,ok,13.90120303609631,20,50,5000,30,0.0,0.7438482744666267,21.279146176379207,0.597858277019846,0.7941748431208815,1.0497728483040618,0.06132737624361817,0.37751044148572865,0.4986567193224282,5000,0
baseline,baseline,y_plus_z,2,ok,13.90120303609631,20,50,5000,30,0.0,0.7463424751669426,20.096937472107363,0.6245908637046544,0.7954482105676232,1.0574226272928078,0.06313786734145929,0.43352247264095,0.5009335062532568,5000,0
baseline,baseline,y_plus_z,3,ok,13.90120303609631,20,50,5000,30,0.0,0.7194844411512588,20.581273617287003,0.577891963461992,0.7706830601386995,1.0202856819786659,0.06237735966871452,0.35896606485586174,0.48315198586688046,5000,0
baseline,baseline,y_plus_z,4,ok,13.90120303609631,20,50,5000,30,0.0,0.7275473201053079,19.364061980909177,0.5778368595339637,0.7699091018947188,1.025929929983012,0.062358107456050915,0.35550287040183853,0.4771373413405892,5000,0
baseline,baseline,y_plus_z,5,ok,13.90120303609631,20,50,5000,30,0.0,0.6766573148514397,18.32952346942212,0.5135092812798586,0.7162071228697143,0.95398995707381,0.06326032323443716,0.3453920808672804,0.46170761091679735,5000,0
baseline,baseline,y_plus_z,6,ok,13.90120303609631,20,50,5000,30,0.0,0.731347863977447,19.605833753530074,0.5889902636200899,0.77407706065899,1.0344282697782081,0.06259802328970604,0.3854063475069745,0.49763590491546394,5000,0
baseline,baseline,y_plus_z,7,ok,13.90120303609631,20,50,5000,30,0.0,0.7147138318596206,19.314889741452628,0.547043975403529,0.7572173360508319,1.0053432693306448,0.062280331910453415,0.4185528466454705,0.47676562007453577,5000,0
baseline,baseline,y_plus_z,8,ok,13.90120303609631,20,50,5000,30,0.0,0.8038451458879482,24.397661229664674,0.6066149593829059,0.865950389068744,1.1327200049099637,0.06267851338348185,0.4087144939892485,0.5356820026909461,5000,0
baseline,baseline,y_plus_z,9,ok,13.90120303609631,20,50,5000,30,0.0,0.723927705236936,19.420455798635782,0.5541511174170423,0.7641857953446309,1.0169917937489839,0.06300251366285245,0.39291733246312727,0.48078341152998344,5000,0
baseline,baseline,x_plus_z,0,ok,33.17345746870676,20,50,5000,30,0.0,1.9087615282149581,138.8542080650844,1.8957736064333637,2.0624757583041777,2.633605127739971,0.06339630397547005,0.7165924686824056,0.6277238280316171,5000,0
baseline,baseline,x_plus_z,1,ok,33.17345746870676,20,50,5000,30,0.0,1.9433966812454695,145.88792423342056,2.0902012411152753,2.123274550950558,2.67933094442432,0.06154026967610885,0.6563712538635198,0.6080722686881455,5000,0
baseline,baseline,x_plus_z,2,ok,33.17345746870676,20,50,5000,30,0.0,1.9137495448071085,139.17470769115116,2.06962945352092,2.0866436336258127,2.6421847190840015,0.06379511728847337,0.7428566546078157,0.6330972791117798,5000,0
baseline,baseline,x_plus_z,3,ok,33.17345746870676,20,50,5000,30,0.0,1.8928309534878711,142.19243565309918,1.8856991506832659,2.0600867173484496,2.609139313918861,0.06275500070238398,0.6471345237071223,0.6138040660318025,5000,0
baseline,baseline,x_plus_z,4,ok,33.17345746870676,20,50,5000,30,0.0,1.8734694167422574,133.70526906842215,1.860011017673855,2.0235264324968183,2.5737459776517646,0.06273523009282295,0.6185722646953077,0.6142451846277954,5000,0
baseline,baseline,x_plus_z,5,ok,33.17345746870676,20,50,5000,30,0.0,1.676114675827019,114.28588570381382,1.674936332046874,1.8142922777152881,2.323879157394932,0.0634821687757188,0.6219137609345547,0.5626648623595507,5000,0
baseline,baseline,x_plus_z,6,ok,33.17345746870676,20,50,5000,30,0.0,1.8735854284713371,137.5182614656913,1.938800618881022,2.030493564136946,2.594273635137757,0.06326998932090531,0.668858117961722,0.6161085519746236,5000,0
baseline,baseline,x_plus_z,7,ok,33.17345746870676,20,50,5000,30,0.0,1.84841444307017,134.52008737044721,1.7877110211750569,1.9956213831265264,2.5421312335529618,0.06225397642821078,0.7109362661227325,0.6021523073002297,5000,0
baseline,baseline,x_plus_z,8,ok,33.17345746870676,20,50,5000,30,0.0,2.0235239073743707,150.1253241906099,2.149406255366762,2.1922473081610194,2.7744941791053668,0.06316464477178982,0.7058337477497909,0.631171946044251,5000,0
baseline,baseline,x_plus_z,9,ok,33.17345746870676,20,50,5000,30,0.0,1.847929148227976,134.4190956689637,1.8691731262304423,2.0057330276903653,2.5465454652603854,0.06238422362983921,0.7052845895285221,0.6037704520342906,5000,0
baseline,baseline,x_plus_y,0,ok,2.562258516347068,20,50,5000,30,0.0,0.09026938447384197,0.1086789834996918,0.07779344504646957,0.09254012873431906,0.12394448392690624,0.0644507486251967,0.1858323304264706,0.11937355003832908,5000,0
baseline,baseline,x_plus_y,1,ok,2.562258516347068,20,50,5000,30,0.0,0.09012749860849696,0.11774857488213111,0.07501553561243596,0.0928646116808629,0.12388027278492945,0.063262189023078,0.1829365049699766,0.11843949514841888,5000,0
baseline,baseline,x_plus_y,2,ok,2.562258516347068,20,50,5000,30,0.0,0.09056642763628317,0.11813668476732332,0.07995337820460964,0.09345799690421089,0.12484356016331821,0.06441453743191719,0.18331987076926595,0.12006896766282939,5000,0
baseline,baseline,x_plus_y,3,ok,2.562258516347068,20,50,5000,30,0.0,0.08875340644647624,0.11046233964791818,0.07626594561181478,0.09108085486956477,0.12224399399411079,0.06395103842398847,0.18241625487554755,0.11682699725478962,5000,0
baseline,baseline,x_plus_y,4,ok,2.562258516347068,20,50,5000,30,0.0,0.08777763555487494,0.09860359038849552,0.07772744105813313,0.08960676044641012,0.12068160507327334,0.063904048052964,0.18304347904510124,0.11746091149546041,5000,0
baseline,baseline,x_plus_y,5,ok,2.562258516347068,20,50,5000,30,0.0,0.08603858486489574,0.10599390575462121,0.07006538360739398,0.08821073856223474,0.1183769728585763,0.06432257701465227,0.17877875922536485,0.11275507367981467,5000,0
baseline,baseline,x_plus_y,6,ok,2.562258516347068,20,50,5000,30,0.0,0.09342012544782874,0.1450097614999162,0.07694011809416297,0.09657896807886081,0.12777613567672824,0.06412200241647537,0.18211645626531628,0.1185208988930664,5000,0
baseline,baseline,x_plus_y,7,ok,2.562258516347068,20,50,5000,30,0.0,0.08947877062112511,0.11254372343390005,0.07455945574362043,0.09151507964739881,0.12272418654210919,0.06374089228060964,0.18218629964224436,0.1157498414139181,5000,0
baseline,baseline,x_plus_y,8,ok,2.562258516347068,20,50,5000,30,0.0,0.09232795501475329,0.12112397052606022,0.0794203402035572,0.09520203929144305,0.12721644839031254,0.06442624681462474,0.182530024583144,0.12077026078191834,5000,0
baseline,baseline,x_plus_y,9,ok,2.562258516347068,20,50,5000,30,0.0,0.08834833948667083,0.11054208099341145,0.07179230109812597,0.0904498393615364,0.12141580186070118,0.06374678049216784,0.18192142846954404,0.11606429810660333,5000,0
k,k=20,x_x_x,0,ok,3.090816180484919,20,20,5000,30,0.0,0.06809195364810357,0.08723770479790668,0.07225403930306624,0.07146536071672749,0.09342532503690446,0.03549748995604593,0.1674335302200773,0.0828873490015301,5000,0
